HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,ShoppingMall,Spa
0,0,2,19,0,787,20,0
0,0,1,27,0,0,632,53
1,0,0,26,0,0,6,2567
2,0,2,29,0,921,632,705
2,0,2,18,0,113,0,117
0,0,2,12,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,2,0,0,0,0
0,0,0,16,0,0,72,0
0,0,2,17,0,18,0,0
2,0,2,20,0,1864,207,0
1,1,2,30,0,0,0,0
0,1,2,20,0,0,0,0
0,1,1,31,0,0,0,0
0,1,2,13,0,0,0,0
0,0,0,23,0,7,651,0
0,0,2,19,0,0,0,0
2,1,2,18,0,0,0,0
2,1,2,50,0,0,0,0
1,0,0,43,0,0,0,492
2,0,2,52,0,584,97,0
2,0,2,24,0,1163,1,0
2,1,2,46,0,0,0,0
1,1,2,25,0,0,0,0
0,0,2,53,0,176,843,8
0,0,2,17,0,0,18,1108
0,0,2,29,0,355,706,0
0,1,2,26,0,0,0,0
1,0,2,35,0,0,1156,34
1,0,2,51,0,0,0,8
0,0,2,20,0,0,700,116
0,0,2,19,0,8,613,303
2,0,2,59,0,3513,2,25
2,0,2,23,0,60,946,0
2,1,2,22,0,0,0,0
2,0,2,21,0,170,63,385
0,0,2,25,0,0,0,1
0,0,2,23,0,1,0,636
0,1,0,15,0,0,0,0
2,0,1,20,0,686,0,25
0,0,0,22,0,0,457,47
0,0,2,20,0,467,0,271
1,0,2,35,0,37,0,2690
0,1,2,41,0,0,0,0
0,0,2,18,0,467,0,0
0,0,1,40,0,0,88,375
2,1,2,25,0,0,0,0
1,0,0,31,0,103,0,2
0,0,2,47,0,0,228,0
2,1,2,29,0,0,0,0
0,0,1,28,0,0,9,21
0,0,2,18,0,693,1,0
0,0,2,19,0,0,0,20
0,1,2,50,0,0,0,0
0,0,2,26,0,0,62,36
0,0,2,29,0,0,844,668
0,1,2,14,0,0,0,0
0,0,2,14,0,1,0,8
0,0,0,0,0,0,0,0
0,1,1,34,0,0,0,0
1,1,0,23,0,0,0,0
0,0,2,24,0,203,154,84
0,0,2,39,0,0,33,19
0,1,2,22,0,0,0,0
0,0,2,23,0,1723,2,0
0,0,2,26,0,605,35,424
1,0,2,28,0,0,327,3048
1,0,2,42,0,0,0,2146
1,0,0,37,0,369,1,284
1,0,0,45,0,0,0,19844
0,0,2,21,0,0,3074,2
0,0,2,42,0,129,14,580
2,0,2,20,0,49,993,6
0,0,2,61,0,9,0,1
2,0,2,0,0,0,0,0
2,1,2,3,0,0,0,0
0,1,2,18,0,0,0,303
0,1,1,44,0,0,0,0
1,1,0,50,0,0,0,0
2,0,2,18,0,889,177,0
2,0,2,0,0,0,0,0
0,0,2,58,0,0,0,871
0,0,0,50,0,676,0,55
0,0,0,43,0,0,0,10
0,0,2,21,0,0,0,625
0,0,0,30,0,1,0,0
0,1,2,20,0,0,0,0
0,0,2,24,0,0,23,0
0,0,2,24,0,0,12,161
0,1,2,37,0,0,0,0
0,0,2,21,0,0,0,639
1,1,2,48,0,0,0,0
1,1,2,33,0,0,0,0
0,0,2,21,0,0,61,152
0,0,2,21,0,1664,807,1311
0,0,2,13,0,645,3,281
0,0,2,5,0,0,0,0
0,0,2,24,0,15,6,2624
0,0,2,37,0,40,655,0
0,0,2,23,0,0,9,822
2,1,2,35,0,0,0,0
2,0,2,24,0,43,56,1799
2,0,0,20,0,91,1351,4
0,0,0,0,0,0,177,0
0,0,2,64,0,696,0,104
0,0,2,31,0,2780,0,112
0,0,1,6,0,0,0,0
0,0,2,3,0,0,0,303
0,1,1,10,0,0,0,0
0,1,2,19,0,0,0,0
0,1,1,19,0,219,0,0
0,1,2,46,0,0,0,0
0,1,2,25,0,0,0,0
0,0,2,27,0,0,478,0
0,0,0,23,0,0,0,0
0,0,2,20,0,38,141,147
1,1,2,24,0,0,0,0
1,1,0,50,0,0,0,0
1,0,2,44,0,0,1,5387
1,0,2,28,0,0,0,0
1,0,2,25,1,0,2646,4018
0,1,0,14,0,0,0,0
0,0,1,21,0,0,0,50
1,1,2,16,0,0,0,0
1,1,0,25,0,0,0,0
2,0,2,41,0,518,983,795
2,0,2,20,0,799,571,9
0,0,1,24,0,0,470,142
1,1,0,31,0,0,0,0
1,1,0,23,0,0,0,0
0,0,2,54,0,4,783,0
1,1,0,26,0,0,0,0
1,1,2,49,1,0,0,0
0,0,0,0,0,0,0,0
0,1,0,17,0,0,0,0
0,0,2,22,0,934,2,1
0,0,2,11,0,0,0,0
2,1,0,28,0,0,0,0
0,0,2,17,0,0,0,898
0,1,2,47,0,0,0,0
2,0,0,29,0,171,519,0
2,1,2,46,0,0,0,0
2,1,2,66,0,0,0,0
0,0,2,0,0,0,0,0
0,0,2,5,0,0,0,0
0,0,2,1,0,0,0,0
0,0,2,42,0,1,11,1185
0,1,2,5,0,0,0,0
1,0,2,28,0,0,0,113
1,0,2,41,0,0,318,2554
2,0,2,30,0,249,269,223
0,1,2,26,0,0,0,0
0,0,2,16,0,780,273,48
0,1,2,22,0,0,0,0
0,0,0,20,0,0,3,0
0,1,1,44,0,0,0,0
0,0,2,36,0,42,217,12
0,0,1,6,0,0,0,0
0,0,1,13,0,1,486,43
2,1,2,22,0,0,0,0
2,0,2,69,0,7407,0,0
2,0,2,40,0,1102,156,8
0,0,1,46,0,0,0,0
2,0,2,34,0,1139,0,1460
0,0,2,39,0,51,1066,69
2,0,2,37,0,1517,2104,0
0,1,0,13,0,0,0,0
0,0,0,20,0,0,0,0
2,0,2,28,0,283,978,0
2,1,2,54,0,0,0,0
2,0,2,9,0,0,0,0
0,0,2,61,0,0,928,62
0,1,2,18,0,0,0,0
0,1,2,28,0,0,0,0
2,0,2,24,0,382,659,0
2,1,2,24,0,0,0,0
2,0,2,0,0,0,0,0
0,0,0,30,0,291,0,889
0,0,1,28,0,31,595,33
0,0,2,26,0,106,177,2
0,1,2,26,0,0,0,0
0,1,2,3,0,219,0,0
0,0,2,30,0,53,0,0
2,0,2,51,0,0,864,13
2,1,2,36,0,0,0,0
0,0,2,18,0,0,0,0
0,0,2,27,0,698,0,0
2,1,2,36,0,0,0,0
0,0,2,39,0,77,968,2
2,1,2,17,0,0,0,0
0,0,2,24,0,36,0,212
2,0,2,14,0,877,34,94
2,0,1,25,0,1049,831,0
0,0,2,35,0,0,1090,0
2,0,2,17,0,0,0,0
1,0,0,45,0,0,0,883
1,1,2,35,0,0,0,0
0,1,2,19,0,0,0,0
0,0,1,28,0,0,0,498
1,0,2,33,0,0,0,2758
1,1,2,22,0,0,0,0
0,1,0,32,0,0,0,0
0,0,0,25,0,0,233,63
0,0,2,26,0,49,177,38
0,1,2,21,0,0,0,0
0,1,0,49,0,0,0,0
0,0,2,26,0,219,19,0
0,0,0,20,0,0,1442,0
1,0,0,28,0,90,0,27
0,0,2,35,0,30,525,1063
1,0,0,66,0,0,177,1192
2,1,2,47,0,0,0,0
0,1,2,25,0,0,0,0
0,0,1,23,0,0,0,26
2,1,2,19,0,219,0,0
2,0,2,8,0,0,0,0
2,0,2,42,0,1343,190,160
2,0,2,33,0,711,1896,0
0,0,2,29,0,870,1,0
1,1,2,63,0,0,0,0
0,1,1,24,0,0,0,0
2,0,2,62,0,500,123,0
0,0,0,28,0,89,0,2
1,0,2,52,0,0,0,13983
0,0,2,23,0,4,0,0
1,0,0,47,0,0,0,28
1,1,0,50,0,0,0,0
1,1,2,32,0,0,0,303
0,1,2,33,0,0,0,0
0,0,2,26,0,0,644,28
1,1,2,20,0,0,0,0
1,0,0,28,0,0,0,694
2,1,2,38,0,0,0,0
0,0,2,42,0,0,0,0
0,1,2,0,0,0,0,0
0,1,2,23,0,0,0,0
0,0,2,39,0,108,0,271
0,0,1,25,0,560,79,2
0,0,0,17,0,0,1211,0
0,1,1,15,0,0,0,0
1,1,2,31,0,0,0,0
0,1,2,49,0,0,0,303
1,1,2,41,0,0,0,0
1,0,2,37,0,213,0,439
1,1,2,27,0,0,0,0
2,0,2,13,0,911,620,161
1,1,2,42,0,0,0,0
0,1,2,21,0,0,0,0
0,0,2,29,0,58,1,535
0,1,2,0,0,0,0,0
0,0,1,19,0,0,0,0
0,0,2,36,0,0,617,106
2,0,1,31,0,1462,10,76
2,0,2,16,0,3504,3,739
2,1,2,42,0,0,0,0
2,1,2,16,0,0,0,0
1,0,2,23,0,65,0,27
1,0,2,42,0,0,0,769
1,1,2,34,0,0,0,0
1,1,0,38,0,0,0,0
1,1,0,21,0,0,0,0
1,1,2,25,0,0,0,0
1,0,0,30,0,1,0,0
1,0,2,40,0,0,0,2593
1,1,0,31,0,0,0,0
2,0,0,20,0,80,96,415
2,1,2,37,0,0,0,0
0,0,2,26,0,0,802,0
2,1,0,22,0,0,0,0
2,1,2,21,0,0,0,0
2,1,2,33,0,0,0,0
0,0,2,40,0,0,81,4
0,0,2,11,0,0,0,0
0,0,2,27,0,51,0,659
0,0,2,22,0,219,0,0
1,1,2,40,0,0,0,0
1,0,2,61,1,0,495,1482
1,1,0,28,0,0,0,0
1,0,2,24,0,0,4471,5
0,0,2,43,0,1009,3,0
0,1,2,22,0,0,0,0
1,1,0,14,0,0,0,0
1,0,2,56,0,2071,0,405
2,1,2,35,0,0,0,0
0,0,2,62,0,0,219,0
0,1,2,44,0,0,0,0
0,0,0,32,0,7,9,303
2,0,2,26,0,1243,51,4
0,0,2,22,0,0,0,0
1,0,0,56,0,0,25,279
1,0,2,29,0,0,259,1394
0,0,2,21,0,80,0,0
1,0,2,34,0,3186,73,303
0,1,2,35,0,0,0,0
0,0,2,18,0,0,866,0
0,1,2,23,0,0,0,0
0,0,0,18,0,257,0,0
0,0,2,24,0,219,0,0
0,1,1,19,0,0,0,0
0,0,2,62,0,0,0,0
0,0,2,52,0,0,0,0
0,0,2,37,0,0,0,1065
0,0,2,21,0,154,635,0
0,1,2,48,0,0,0,0
2,0,2,43,0,69,528,0
2,0,2,18,0,1839,225,11
2,1,2,33,0,0,0,0
2,1,2,33,0,0,0,0
1,0,2,29,0,219,0,0
1,1,0,66,0,0,0,0
1,0,2,41,0,0,8,0
0,0,2,17,0,0,0,6
0,0,0,8,0,0,0,0
0,0,0,20,0,2,18,844
0,0,0,25,0,60,0,0
0,1,2,47,0,0,0,0
0,0,1,40,0,1249,0,258
2,1,2,26,0,0,0,0
0,0,2,19,0,257,47,685
0,0,1,35,0,718,383,67
0,1,2,0,0,0,177,0
0,0,0,12,0,0,177,0
0,0,1,37,0,18,646,6
0,0,2,38,0,0,761,303
0,0,0,34,0,0,9,0
0,0,2,30,0,228,73,0
2,0,0,22,0,2642,5,15
2,1,2,23,0,0,0,303
2,1,2,59,0,0,0,0
2,1,2,19,0,0,0,0
2,1,2,16,0,0,0,0
0,0,2,22,0,28,1,36
1,0,2,30,0,201,0,75
1,0,0,26,0,108,0,2941
0,0,2,18,0,0,1,483
1,0,2,29,0,0,0,1644
1,0,2,32,0,0,0,2077
2,1,2,33,0,0,0,0
0,0,2,20,0,330,20,0
1,0,0,55,0,1,26,12690
2,0,2,41,0,1455,0,1
2,1,2,22,0,0,0,0
2,0,2,61,0,786,117,144
2,1,2,20,0,0,0,0
0,0,2,57,0,0,0,23
0,0,2,17,0,119,0,37
1,0,2,60,0,0,0,4
0,1,1,20,0,0,0,0
0,0,0,20,0,321,12,306
0,0,2,40,0,3,0,714
1,0,2,28,0,0,0,897
0,0,1,17,0,0,0,0
0,0,2,18,0,0,0,526
1,0,0,46,0,0,177,0
0,1,1,29,0,0,0,0
0,0,2,25,0,330,642,42
0,0,2,59,0,0,0,34
1,1,0,17,0,0,0,0
1,0,2,65,0,0,0,0
2,1,2,32,0,0,0,0
0,0,2,35,0,0,63,12
1,1,2,18,0,0,0,0
0,0,0,23,0,0,0,0
0,0,2,27,0,12,6,740
0,1,2,0,0,0,0,0
0,0,2,26,0,0,0,722
0,1,2,38,0,0,0,0
0,0,2,35,0,224,429,1
0,0,2,32,0,6,0,33
0,0,1,9,0,0,0,0
0,0,2,11,0,0,0,0
0,0,2,13,0,2195,21,0
0,0,2,2,0,0,0,0
0,0,1,12,0,0,0,0
0,0,2,27,0,0,0,761
0,1,1,14,0,0,0,0
0,1,2,37,0,0,0,0
0,1,1,6,0,0,0,0
1,1,0,36,0,0,0,303
1,0,2,27,0,0,2332,2442
0,0,2,20,0,705,177,0
0,0,1,24,0,1463,84,0
0,0,0,21,0,0,0,377
0,1,0,50,0,0,0,0
0,0,2,18,0,0,0,0
1,1,2,34,0,0,177,0
1,1,0,22,0,0,0,0
2,1,2,63,0,0,0,0
2,0,2,39,1,1096,647,7
2,0,2,26,0,1018,0,0
2,0,0,27,0,946,26,5
0,1,1,17,0,0,0,0
0,1,1,39,0,0,0,0
0,0,0,26,0,0,2,101
0,1,2,30,0,0,0,303
0,0,2,26,0,10,0,590
2,0,0,34,0,1178,1,1
0,0,2,24,0,0,0,0
0,0,2,21,0,0,129,662
1,0,2,25,0,0,0,467
0,0,0,64,0,928,0,0
0,0,2,40,0,1,0,0
0,0,0,28,0,0,0,3828
0,0,1,23,0,0,1117,0
2,1,2,46,0,0,0,0
0,0,0,22,0,0,726,0
0,0,2,0,0,0,0,0
0,0,2,8,0,0,0,0
0,0,2,35,0,252,878,0
1,0,2,22,0,0,0,1178
1,1,2,29,0,0,0,0
0,0,2,25,0,99,6,0
0,0,2,24,0,701,0,0
1,1,0,26,0,0,0,0
2,1,2,20,0,0,0,0
0,0,2,40,0,22,830,66
0,0,1,28,0,3,35,328
0,1,2,22,0,0,0,0
0,1,1,23,0,0,0,0
0,0,2,26,0,0,0,86
0,0,2,19,0,0,0,0
2,0,2,35,0,1162,4,7
0,1,0,41,0,0,0,0
1,1,2,37,0,0,0,0
2,0,2,44,0,3,214,0
2,0,2,34,0,2455,8,175
0,0,2,39,0,0,0,704
2,0,2,27,0,19,2461,0
2,0,2,32,0,881,0,9
0,1,0,13,0,0,0,0
0,0,0,10,0,0,0,0
2,0,2,28,0,219,579,0
0,1,2,25,0,0,0,0
0,0,2,28,0,0,0,0
0,0,2,27,0,864,0,0
0,0,2,29,0,121,55,12
0,0,0,6,0,0,0,0
0,0,2,2,0,0,0,0
0,1,1,6,0,0,0,0
2,1,2,24,0,0,0,0
1,1,2,31,0,0,0,0
1,1,0,35,0,0,0,0
1,1,0,13,0,0,0,0
1,0,2,64,0,0,0,2420
0,0,2,18,0,0,1709,0
0,0,2,32,0,0,2153,0
0,0,2,21,0,185,510,0
0,1,2,13,0,0,0,0
1,1,0,43,0,0,0,0
0,0,2,39,0,0,65,320
0,1,1,26,0,0,0,0
0,0,1,21,0,484,104,66
0,0,2,18,0,0,53,127
0,1,2,27,0,0,0,0
2,0,2,28,0,0,0,0
2,0,2,27,0,0,0,0
2,0,2,29,0,1249,1005,369
2,0,2,20,0,173,258,0
0,0,1,26,0,0,408,126
0,1,1,28,0,0,0,0
2,0,0,34,0,1548,533,150
2,1,2,15,0,0,0,303
0,0,0,24,0,487,177,0
2,1,2,26,0,0,0,0
2,0,2,14,0,599,2396,0
0,0,0,24,0,153,1153,0
1,0,2,31,0,219,0,381
2,0,2,21,0,1478,378,0
1,1,2,28,0,0,0,0
2,0,2,19,0,1043,28,0
2,0,2,50,0,286,735,20
0,1,2,15,0,0,0,0
0,0,0,34,0,36,468,72
0,0,2,35,0,14,1078,0
0,1,2,34,0,0,0,0
0,0,2,36,0,0,0,808
1,1,2,27,0,0,0,0
2,0,2,30,0,14,41,1647
2,0,2,34,0,0,0,0
0,0,2,45,0,1,510,0
0,1,2,21,0,0,0,0
0,0,2,56,0,0,144,554
0,0,2,21,0,507,305,0
0,0,2,28,0,9,34,555
0,0,2,38,0,0,25,938
1,1,0,34,0,0,0,0
1,0,2,33,0,0,0,1294
1,1,0,34,0,0,0,0
0,0,2,19,0,1177,0,0
0,0,2,19,0,0,54,0
0,0,2,17,0,2379,1,42
0,0,2,20,0,219,610,0
2,0,0,22,0,451,490,1
2,1,2,35,0,0,0,0
2,0,2,50,0,949,63,0
2,1,2,19,0,0,0,0
0,0,2,23,0,699,904,0
0,0,0,38,0,432,0,158
0,0,2,20,0,0,1,769
0,0,2,31,0,1155,0,0
0,1,1,28,0,0,0,0
2,0,2,36,0,1273,3,642
2,0,2,27,0,134,509,303
0,0,2,66,0,0,0,298
2,1,2,14,0,0,0,0
1,1,0,29,0,0,0,0
1,1,0,34,0,0,0,0
1,1,0,13,0,0,0,0
0,0,2,47,0,0,4,898
0,1,2,26,0,0,0,0
0,0,2,50,0,166,514,114
1,1,0,38,0,0,0,0
0,1,0,59,0,0,177,0
0,1,2,43,0,0,0,0
0,1,2,30,0,0,0,0
0,0,1,33,0,455,11,0
0,0,0,33,0,0,57,0
1,0,2,42,0,88,0,25
1,1,2,17,0,0,0,0
2,0,2,18,1,988,732,356
0,0,2,34,0,512,0,26
0,0,2,46,0,0,8,146
0,0,2,35,0,0,139,0
0,0,0,40,0,66,62,0
0,1,2,26,0,219,0,0
0,0,2,43,0,0,9,698
0,1,1,41,0,0,0,0
0,0,2,31,0,1,0,495
0,0,2,23,0,29,0,787
0,0,2,25,0,0,476,421
0,0,2,37,0,244,182,0
0,1,1,14,0,0,0,0
0,1,2,3,0,0,0,0
0,1,1,18,0,0,0,0
0,1,2,35,0,0,0,0
0,1,1,19,0,0,0,0
2,1,1,39,0,0,0,0
2,0,2,48,0,219,149,4
0,0,2,27,0,365,0,13
1,1,2,3,0,0,0,0
1,0,2,28,0,0,0,3430
1,0,0,34,0,695,0,21
2,0,2,31,0,631,898,27
1,1,0,60,0,0,0,0
0,0,2,45,0,2,59,2
1,0,0,48,0,219,197,151
1,0,2,21,0,0,0,5865
0,0,1,24,0,0,225,0
0,0,2,16,0,0,0,964
0,0,2,19,0,0,0,159
2,0,0,26,0,2676,143,0
0,0,2,22,0,804,0,2
0,0,2,33,0,0,723,108
2,0,2,44,1,542,46,674
0,1,2,27,0,0,0,0
0,1,1,23,0,0,0,0
1,0,0,43,0,0,0,1738
1,0,2,14,0,4207,0,0
1,0,0,41,0,60,0,12
0,0,2,20,0,0,0,0
0,0,2,0,0,0,0,0
0,1,2,2,0,0,0,0
0,0,0,22,0,20,0,373
2,1,2,29,0,0,0,0
2,0,0,35,0,333,1063,7
0,1,2,20,0,0,0,0
0,1,1,16,0,0,0,0
1,0,2,38,0,219,219,470
1,1,2,35,0,0,0,0
1,0,2,19,0,0,0,0
1,0,1,25,1,5100,0,170
0,0,2,32,0,1,0,1
0,0,2,24,0,449,1,0
0,1,2,20,0,0,0,0
0,1,2,27,0,0,0,0
0,0,2,18,0,2,761,75
1,1,2,31,0,0,0,0
0,1,2,47,0,0,0,0
1,1,2,58,0,0,0,0
0,1,1,37,0,0,0,0
0,1,1,35,0,0,0,0
2,1,2,38,0,0,0,0
0,0,2,32,0,0,0,560
1,1,0,35,0,0,0,0
1,0,2,27,0,0,0,303
0,0,2,61,0,703,0,0
2,0,2,72,0,2596,193,0
2,0,2,30,0,1265,0,838
2,1,2,14,0,0,0,0
0,1,2,28,0,0,177,0
0,1,2,20,0,0,0,0
0,1,2,41,0,0,0,0
0,1,2,29,0,0,0,0
1,1,2,32,0,0,0,0
0,0,2,33,0,250,329,12
0,0,2,27,0,0,168,251
0,0,0,21,0,11,0,499
0,0,2,21,0,11,0,35
0,0,2,18,0,646,0,1444
0,1,0,3,0,0,0,0
0,1,1,0,0,0,0,0
1,0,2,41,0,0,0,605
0,0,2,57,0,0,0,101
2,1,2,50,0,219,0,0
2,0,2,54,0,2538,60,1
0,0,2,49,0,757,0,0
2,0,2,19,0,1752,157,303
2,1,2,51,0,0,0,0
2,0,2,28,0,1,66,2016
0,1,0,5,0,0,0,0
0,0,2,13,0,1894,42,1
0,1,1,0,0,0,0,0
0,0,0,8,0,0,0,0
0,1,2,27,0,0,0,0
0,0,1,13,0,0,20,0
0,0,2,47,0,18,87,0
0,1,2,6,0,0,0,0
0,1,2,59,0,0,0,0
0,0,0,20,0,888,352,0
2,1,2,35,0,0,0,0
0,0,2,22,0,0,332,236
2,0,0,16,0,2438,332,0
2,0,2,18,0,1718,868,636
2,1,2,26,0,0,0,0
0,0,2,19,0,478,161,112
2,1,0,23,0,0,177,0
0,0,2,21,0,0,0,121
0,0,2,32,0,131,177,5
0,1,1,25,0,0,0,0
0,1,1,50,0,0,0,0
1,0,0,27,0,6,0,6472
1,0,0,44,0,0,0,1906
1,0,2,47,0,0,0,508
1,0,2,58,0,0,0,1
1,1,0,27,0,0,0,0
2,1,2,52,0,0,0,303
0,0,2,21,0,2,696,56
0,0,2,25,0,50,1,5125
0,0,1,31,0,0,0,0
0,1,2,28,0,0,0,0
0,0,2,42,0,409,0,454
0,1,2,49,0,0,0,0
0,0,2,3,0,0,0,0
0,1,2,5,0,0,0,0
0,0,2,28,0,844,0,27
1,0,0,57,0,0,0,0
2,0,2,29,0,0,227,66
0,1,2,29,0,0,0,0
1,0,2,21,0,0,1,51
1,1,0,25,0,0,0,0
1,0,0,26,0,0,0,3
1,0,0,33,1,0,24,0
1,0,0,43,0,94,602,6603
1,0,0,26,0,0,3,3493
1,1,2,13,0,0,0,0
2,0,2,30,0,879,420,0
2,1,0,8,0,0,0,0
0,1,1,28,0,0,0,0
1,0,2,23,0,4,0,3473
0,0,2,22,0,22,1367,0
2,1,2,36,0,0,0,0
0,0,2,35,0,0,904,0
0,0,2,26,0,699,5,50
1,1,2,15,0,0,0,0
1,1,0,18,0,0,0,0
1,0,2,41,0,0,0,1623
2,1,1,41,0,0,0,0
0,0,2,22,0,8,1825,553
0,1,0,28,0,0,0,303
0,1,1,0,0,0,0,0
0,0,2,16,0,219,125,4
0,0,1,27,0,0,0,687
0,0,0,13,0,0,0,0
0,0,0,1,0,0,0,0
0,0,2,32,0,808,2,0
0,0,2,35,0,22,0,1
0,1,2,40,0,0,0,0
0,0,0,17,0,0,799,2
0,0,1,49,0,0,4,37
0,1,2,21,0,0,0,0
0,1,0,9,0,0,0,0
2,0,2,27,0,1298,63,0
1,0,2,59,0,0,0,945
0,0,1,25,0,91,0,64
0,0,2,21,0,1219,5,324
0,0,2,15,0,219,8,1
1,1,0,28,0,0,0,0
0,0,2,42,0,0,0,241
0,1,2,22,0,0,0,0
0,0,2,21,0,0,0,463
0,0,2,48,0,376,24,0
0,0,2,24,0,410,154,0
1,1,2,47,0,0,0,0
1,1,0,13,0,0,0,0
1,0,0,32,0,0,0,9891
0,0,1,29,0,2,177,19
0,1,2,35,0,0,0,0
2,0,2,24,0,58,279,15
2,0,2,52,0,1350,0,0
0,0,2,21,0,0,4,636
2,1,2,36,0,0,0,0
0,1,2,19,0,0,0,0
1,1,2,39,0,0,0,0
0,1,2,59,0,0,0,0
2,1,0,45,0,0,0,0
0,1,1,25,0,0,0,0
2,0,2,64,0,509,1023,0
2,0,0,24,0,114,0,1479
1,0,2,36,0,0,0,0
1,0,2,26,0,0,0,5
2,0,2,31,0,1415,271,412
0,0,2,18,0,0,0,0
0,1,1,21,0,0,0,0
1,0,2,34,0,135,0,1471
0,0,2,32,0,1,2,0
2,1,2,19,0,0,0,0
0,1,2,18,0,0,0,0
0,0,2,39,0,1230,7,163
0,0,0,28,0,0,0,0
0,1,2,19,0,0,0,0
1,1,2,16,0,0,0,0
1,0,2,24,0,0,172,7690
0,1,2,2,0,0,0,0
0,1,2,10,0,0,0,0
0,1,2,2,0,0,0,0
0,0,0,21,0,0,256,979
0,1,1,5,0,0,0,0
0,1,1,29,0,0,0,0
2,0,2,41,0,149,2216,0
2,0,0,32,0,976,84,22
2,1,2,23,0,0,0,0
0,1,1,23,0,0,0,0
0,0,2,40,0,0,0,292
2,0,2,45,0,381,1512,586
0,0,2,30,0,1,478,4
0,0,2,56,0,758,0,0
0,0,2,13,0,0,138,49
0,0,2,19,0,0,39,449
0,1,2,46,0,0,0,0
0,0,2,0,0,0,0,0
0,0,1,60,0,250,0,355
0,1,2,39,0,0,0,0
0,1,1,20,0,0,0,0
0,0,1,64,0,245,0,0
1,0,2,34,0,0,0,0
0,1,1,30,0,0,0,0
2,0,2,62,0,933,0,28
1,1,2,29,0,0,0,0
0,0,2,33,0,229,0,402
0,1,2,31,0,0,0,0
0,0,2,51,0,0,0,298
0,0,2,23,0,514,22,1
0,0,2,18,0,96,607,0
0,0,2,47,0,1095,1015,0
0,0,2,58,0,0,806,0
1,1,2,46,0,0,0,0
2,0,2,44,0,106,2561,348
0,1,2,19,0,0,0,0
0,0,1,43,0,0,1,23
0,0,2,21,0,2,0,697
2,0,1,29,0,1061,312,0
0,0,1,13,0,33,685,27
0,0,1,16,0,13,2,8
0,0,2,25,0,0,0,0
0,0,2,19,0,0,451,1100
1,0,2,29,0,0,195,897
1,0,2,35,1,0,0,203
1,0,0,56,0,132,2,119
0,0,2,20,0,612,4,17
0,1,1,38,0,0,0,0
2,0,2,18,0,350,107,0
2,0,2,26,0,1189,632,0
2,1,0,0,0,0,0,0
2,0,2,2,0,0,0,0
0,0,2,36,0,0,0,146
0,0,1,25,0,1197,0,0
1,1,2,2,0,0,177,0
1,0,2,0,0,0,0,0
1,1,2,18,0,0,0,0
1,0,2,60,0,0,91,2206
1,1,1,26,0,0,0,0
1,0,2,36,0,0,0,749
2,0,2,22,0,848,5,445
0,1,0,21,0,0,0,0
0,0,2,37,0,48,0,20
0,1,2,65,0,0,0,0
0,0,2,44,0,1,177,0
1,1,2,31,0,0,0,0
2,0,2,31,0,953,20,382
1,1,2,21,0,0,0,0
1,1,2,47,0,0,0,0
0,0,2,19,0,0,757,12
0,0,2,33,0,157,0,1447
1,0,2,25,0,0,0,0
1,1,2,16,0,0,0,0
1,0,2,44,0,334,0,1019
1,0,2,9,0,0,0,0
0,1,1,15,0,0,0,0
0,1,1,34,0,0,0,0
0,1,0,24,0,0,0,0
0,0,2,39,0,350,0,0
0,0,2,27,0,837,0,36
0,1,2,34,0,0,0,0
2,1,2,24,0,0,0,0
1,0,2,43,0,0,0,0
0,0,1,41,0,366,0,17
0,1,2,26,0,0,0,0
2,0,2,27,0,213,1,0
0,0,2,39,0,791,0,94
0,0,2,34,0,0,775,14
1,1,0,33,0,0,0,0
0,1,2,16,0,0,0,0
0,1,2,6,0,0,0,0
2,0,0,13,0,78,16,5
0,0,2,50,0,14,3,483
0,0,2,24,0,31,232,232
0,0,2,18,0,1551,0,303
0,0,2,24,0,651,0,38
0,1,1,16,0,0,0,0
0,0,1,22,0,0,0,0
2,0,2,13,0,1087,19,6
2,1,0,29,0,0,0,0
0,0,2,30,0,0,61,566
1,1,2,25,0,0,0,0
1,1,2,23,0,0,0,303
1,1,0,28,0,0,0,0
0,1,1,37,0,0,0,303
0,0,2,21,0,0,3,0
1,0,2,54,0,0,0,37
1,1,0,21,0,0,0,0
0,0,2,36,0,698,1,1
1,1,2,21,0,0,0,0
0,1,1,21,0,0,0,0
0,0,2,23,0,49,8,0
0,0,1,40,0,7,83,230
0,0,2,18,0,0,0,0
0,0,2,25,0,61,701,75
2,0,2,24,0,1289,0,0
1,0,2,37,0,0,0,603
1,0,2,25,0,13,0,1
0,0,2,24,0,433,209,23
0,1,2,3,0,0,0,0
0,1,2,2,0,0,0,0
0,0,2,22,0,0,0,0
0,0,2,24,0,0,0,1
0,0,0,17,0,190,519,182
0,1,2,53,0,0,0,0
0,0,2,23,0,11,0,0
0,0,0,29,0,84,28,496
2,1,2,21,0,0,0,0
0,0,2,22,0,0,976,1713
0,0,2,2,0,0,0,303
0,0,2,28,0,606,3,16
0,0,2,20,0,0,0,0
0,1,2,14,0,0,0,0
0,0,1,26,0,0,0,0
0,1,2,23,0,0,0,0
0,0,2,21,0,331,1110,598
0,0,2,20,0,0,0,6
0,0,2,19,0,1651,0,0
1,1,2,29,0,0,0,0
0,1,2,58,0,0,0,0
0,1,0,13,0,0,0,303
