HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,ShoppingMall,Spa,Transported
1,0,0,28,0,0,0,1538,0
0,0,2,21,0,0,0,43,0
0,0,1,45,0,1,44,0,0
0,0,2,21,0,27,782,0,1
0,1,1,20,0,0,0,0,1
0,0,2,38,0,0,3,0,1
0,0,0,24,0,0,0,4,1
0,0,2,22,0,712,70,0,0
0,0,2,44,0,3,33,769,1
0,0,1,41,0,0,0,0,0
0,1,2,21,0,0,0,0,1
2,0,2,26,0,1967,116,311,0
2,1,2,54,0,0,0,0,1
2,0,2,19,0,1962,1,641,0
0,0,2,32,0,0,0,0,0
0,1,2,28,0,0,0,0,1
1,0,2,26,0,554,32,93,0
1,0,2,28,0,0,0,186,1
0,0,1,21,0,1,0,649,0
1,0,0,38,0,0,0,3587,0
1,1,2,43,0,0,0,0,1
0,0,2,12,0,0,0,0,0
0,1,2,25,0,0,0,0,0
0,1,2,27,0,0,0,0,1
1,1,2,22,0,0,0,0,1
1,0,2,20,0,0,1690,580,0
0,0,0,24,0,0,618,0,0
0,0,0,34,0,0,175,79,0
2,0,2,42,0,1058,0,0,0
2,0,2,24,0,2261,95,10,0
0,0,2,28,0,0,285,136,0
2,0,2,29,0,907,0,142,0
1,1,2,31,0,0,0,0,1
0,0,2,29,0,888,1,0,0
0,0,0,14,0,224,400,297,0
0,0,0,16,0,0,1211,0,1
0,1,1,16,0,0,0,0,1
1,0,2,27,0,0,659,485,1
1,0,2,28,0,0,0,726,0
0,0,2,23,0,779,9,9,0
0,0,2,16,0,418,100,88,0
0,0,2,30,0,0,0,0,1
0,0,2,24,0,468,163,0,0
0,1,2,36,0,0,0,0,1
1,0,0,25,0,0,20,24,1
1,1,2,29,0,0,0,0,1
0,1,1,21,0,0,0,0,0
0,1,2,26,0,0,0,0,1
2,0,2,30,0,0,0,0,0
0,0,2,31,0,0,717,0,0
0,0,2,20,0,0,957,0,0
0,1,2,28,0,0,0,0,1
0,1,0,33,0,0,0,0,1
1,0,2,35,0,0,6,8,1
1,0,2,46,0,0,0,2,0
0,1,2,63,0,0,0,0,1
1,0,0,37,0,0,0,36,0
0,0,2,23,0,26,404,0,1
0,0,0,5,0,0,0,0,1
0,1,2,16,0,0,0,0,1
0,0,2,20,0,0,2330,120,1
0,1,1,49,0,0,0,0,0
0,0,2,3,0,0,0,0,1
0,0,2,41,0,0,414,133,0
2,0,2,28,0,1216,30,43,0
0,1,2,14,0,0,0,0,1
2,0,2,26,0,782,0,2503,0
0,1,2,51,0,0,0,0,0
0,0,1,36,0,56,81,0,0
0,1,2,16,0,0,0,0,1
2,1,2,18,0,0,0,0,1
0,1,1,48,0,0,173,0,0
2,0,2,24,0,235,1642,1042,0
2,0,0,19,0,1043,138,0,0
0,1,0,21,0,0,0,0,1
0,0,2,24,0,332,356,0,0
0,1,2,21,0,0,0,0,1
0,0,2,13,0,0,0,0,1
2,0,2,39,0,42,352,1,0
1,0,0,27,0,0,0,0,1
0,0,1,23,0,64,0,1125,0
1,0,0,43,0,0,0,3409,0
2,0,2,19,0,3332,926,781,0
2,1,0,30,0,0,173,0,1
0,1,2,52,0,0,0,0,1
0,0,2,35,0,2224,105,1,0
0,0,2,16,0,4,0,35,1
0,0,2,21,0,0,0,720,0
0,0,1,45,0,0,0,0,0
0,0,2,22,0,0,0,663,0
0,1,0,28,0,0,0,0,0
0,0,2,0,0,0,0,0,1
0,0,1,63,0,526,0,0,0
0,0,1,56,0,1,0,102,0
0,1,2,40,0,0,0,0,1
0,1,2,1,0,0,0,0,1
0,0,2,24,0,0,3,797,0
0,0,2,36,0,21,844,0,0
0,0,2,13,0,244,100,423,0
0,0,0,13,0,0,0,37,0
0,1,0,37,0,0,0,0,1
0,0,2,44,0,143,0,717,0
1,1,2,32,0,0,0,0,1
1,0,0,57,0,0,0,0,1
0,0,0,26,0,0,0,0,0
2,0,2,62,0,453,1911,0,0
2,1,0,2,0,0,0,0,1
2,1,2,1,0,0,0,0,1
0,0,2,24,0,590,1,168,0
0,1,2,1,0,0,0,0,1
0,0,2,63,0,0,0,125,0
1,0,2,20,0,1040,0,174,1
0,0,2,15,0,0,267,311,0
0,1,2,32,0,0,0,0,1
0,0,2,24,0,61,185,1,1
0,1,2,32,0,0,0,0,0
1,0,2,36,0,10,2080,19,1
0,1,1,13,0,0,0,0,1
1,1,2,29,0,0,0,0,1
1,0,2,27,0,0,0,0,0
1,1,2,30,0,0,0,0,1
1,0,0,27,0,0,4761,5,1
1,0,2,14,0,0,40,219,0
1,0,2,32,1,527,0,417,0
1,0,0,33,1,0,12,2349,0
0,0,2,35,0,3,651,0,1
0,0,0,21,0,301,19,0,0
0,0,2,57,0,906,0,8293,0
1,0,2,42,0,159,2,3,1
0,0,0,20,0,0,552,20,1
2,1,2,18,0,0,0,0,1
1,0,0,49,0,0,0,13016,0
0,0,1,23,0,0,0,0,0
2,0,2,24,0,1058,0,280,0
0,0,2,24,0,0,0,0,0
0,0,0,23,0,9,0,492,1
0,0,2,24,0,0,21,0,0
0,1,1,26,0,0,0,0,0
1,1,0,28,0,0,0,0,1
0,0,1,17,0,0,2,0,0
0,0,2,20,0,415,0,1019,0
0,0,2,22,0,0,0,0,0
1,1,0,23,0,0,0,0,1
1,1,0,22,0,0,0,0,1
0,0,2,29,0,3,664,683,0
1,0,2,28,0,0,0,1368,0
1,1,2,31,0,0,173,0,1
1,0,0,37,0,1,1,9206,0
1,0,0,44,0,0,3,153,1
1,0,0,34,0,0,1,131,0
0,0,0,23,0,602,0,0,0
0,0,2,18,0,457,11,335,0
0,1,1,18,0,0,0,0,1
0,0,2,23,0,224,482,311,0
0,0,2,18,0,0,0,0,0
2,0,2,22,0,0,1128,0,0
2,0,2,10,0,0,0,0,1
2,1,2,28,0,0,0,0,0
2,0,2,31,0,907,437,2,0
0,1,2,48,0,0,0,0,0
1,0,0,51,1,0,0,1442,1
2,1,1,25,0,0,0,0,1
2,0,2,32,0,288,592,670,0
0,0,2,8,0,0,0,0,1
0,1,1,49,0,0,0,0,1
0,0,1,28,0,0,0,669,0
2,0,2,3,0,0,0,0,1
2,0,2,28,0,0,0,0,1
2,1,2,31,0,0,0,0,1
2,0,2,11,0,0,0,0,1
2,1,2,27,0,0,0,0,1
2,0,2,33,0,1631,754,0,0
1,1,1,32,0,0,0,0,1
0,1,2,20,0,0,0,0,1
1,0,2,33,0,0,0,1537,0
0,0,2,65,0,43,22,50,0
2,1,2,18,0,0,0,0,1
2,0,2,19,0,862,5,2032,0
1,0,0,33,0,0,0,1743,1
0,0,2,28,0,0,793,0,1
0,1,1,31,0,0,0,0,0
0,1,2,37,0,0,0,0,1
0,1,1,19,0,0,0,0,1
0,0,2,18,0,0,773,0,0
1,1,0,47,0,0,0,0,1
1,0,2,26,0,0,0,662,0
1,0,2,25,0,0,0,27,1
0,0,2,38,0,102,14,669,0
0,0,2,53,0,3,0,95,1
0,0,2,38,0,0,0,453,0
2,1,2,28,0,0,173,0,1
0,0,2,46,0,438,944,0,0
0,0,2,18,0,3,0,0,1
1,1,2,14,0,0,0,0,1
1,0,2,32,0,0,29,662,0
1,0,2,44,0,0,16,72,0
0,1,1,28,0,0,0,0,1
1,0,2,2,0,0,0,0,1
1,0,2,28,0,0,46,5248,0
1,1,2,27,1,0,0,0,1
1,1,2,29,0,0,0,0,1
0,1,0,14,0,0,0,311,1
0,0,2,14,0,0,766,0,0
0,1,2,17,0,0,0,0,1
0,0,2,35,0,150,96,638,1
0,0,2,36,0,0,0,177,0
2,0,2,51,0,106,115,311,0
0,0,2,54,0,1,109,311,0
1,0,2,37,0,300,0,1,1
0,0,2,37,0,541,713,316,0
0,0,2,24,0,1,0,0,1
2,0,2,28,0,1030,158,0,0
0,0,2,38,0,622,42,1,0
0,1,2,28,0,0,0,0,1
0,0,2,0,0,0,0,0,1
0,0,2,16,0,23,0,0,0
0,0,2,25,0,0,879,0,0
0,0,0,22,0,30,690,41,1
2,1,2,24,0,0,0,0,1
0,0,1,37,0,501,179,1,1
2,0,2,21,0,21,874,226,1
1,0,2,53,0,0,0,0,1
1,0,2,0,0,0,0,0,1
1,1,2,2,0,0,0,0,0
1,1,2,64,0,0,0,0,1
1,0,2,24,0,0,5,795,0
1,1,2,40,0,0,0,0,1
1,0,2,32,0,0,0,6953,0
1,0,0,54,1,0,1,2038,0
0,1,2,30,0,0,0,0,1
1,0,0,37,0,0,130,1488,0
2,0,2,20,0,3191,211,21,0
2,0,2,22,0,741,1028,0,0
0,0,1,57,0,0,0,664,0
0,1,2,34,0,0,0,0,1
1,0,2,51,0,0,273,2775,0
2,1,2,47,0,0,0,0,0
0,0,2,22,0,593,0,0,0
1,0,2,36,0,0,511,89,0
0,1,2,16,0,0,0,0,1
2,0,2,60,0,180,414,1181,0
2,0,2,39,0,197,2401,0,1
2,0,2,18,0,49,2885,1,1
1,1,0,30,0,0,0,0,1
2,0,2,45,0,1781,17,0,0
0,0,2,30,0,0,0,0,0
0,0,2,21,0,1046,0,1,0
2,0,2,0,0,0,0,0,1
2,0,0,51,0,40,1907,0,1
2,0,2,22,0,100,1050,0,0
1,0,2,26,0,0,0,690,1
0,0,2,10,0,0,0,0,0
0,0,2,21,0,42,1,38,0
0,1,0,14,0,0,0,0,1
0,0,2,28,0,0,12,0,0
0,0,2,43,0,473,0,0,1
0,0,1,22,0,28,2,0,1
0,0,2,22,0,401,196,0,0
0,1,1,23,0,0,0,0,1
1,1,2,25,0,0,0,0,1
1,0,2,35,0,0,0,0,1
0,0,2,30,0,0,0,27,0
0,1,2,37,0,0,0,0,1
0,0,0,21,0,61,222,161,0
0,0,0,36,0,207,450,94,1
0,0,2,13,0,305,12,19,0
0,0,0,22,0,0,0,52,0
0,1,2,36,0,0,173,0,1
0,0,2,17,0,224,795,0,1
1,1,0,38,0,0,0,0,1
2,0,2,34,0,5959,3,0,0
2,0,2,20,0,0,0,0,1
0,0,2,17,0,224,49,74,0
0,1,1,36,0,0,0,0,1
1,0,0,52,0,360,8,641,1
1,1,0,32,0,0,0,0,1
1,1,0,35,0,0,0,0,1
1,1,0,28,0,0,0,0,1
1,0,2,36,0,83,0,2160,0
1,0,2,36,0,31,31,1400,0
2,0,0,21,0,224,0,1,0
2,0,2,33,0,627,171,254,0
0,0,2,40,0,678,229,0,0
0,0,2,24,0,185,478,29,1
0,0,2,35,0,0,885,0,1
2,1,2,29,0,0,0,0,1
2,0,2,33,0,728,285,0,0
0,0,2,51,0,3,12,38,0
2,1,2,10,0,0,0,0,1
0,1,2,41,0,0,0,0,1
0,0,0,26,0,1,0,0,1
0,0,2,39,0,19,0,678,0
2,0,2,14,0,738,297,0,0
2,0,2,28,0,1059,6,117,0
0,0,2,18,0,0,0,0,0
2,0,2,41,0,2754,21,0,0
1,0,2,33,0,0,0,311,1
0,0,2,26,0,814,29,16,0
2,1,2,31,0,0,0,0,1
0,0,2,63,0,0,424,0,0
0,0,2,30,0,0,547,311,0
1,0,2,27,0,15,0,249,1
0,0,2,47,0,2916,14,63,0
2,0,2,37,0,1413,584,3,1
0,0,2,14,0,399,458,506,0
0,0,2,27,0,0,8,129,0
2,0,2,61,0,1711,0,0,0
0,0,2,39,0,2,0,2,0
0,0,2,22,0,0,787,1,0
0,0,2,30,0,2,5,1,0
0,0,2,26,0,0,902,0,0
1,0,2,25,0,0,0,1823,0
2,0,2,42,0,1318,1386,311,0
1,0,2,33,0,0,0,15586,0
1,0,2,60,0,0,0,484,0
0,1,0,16,0,0,0,0,1
0,0,2,50,0,0,0,1,1
0,0,2,22,0,0,1,95,0
0,0,1,15,0,0,9,0,0
2,0,2,27,0,0,0,0,0
0,0,0,58,0,0,2,0,0
0,1,2,48,0,0,0,0,1
1,1,0,36,0,0,0,311,1
1,0,2,60,0,0,0,5458,0
1,1,2,46,0,0,0,0,1
1,0,2,58,0,0,2,128,1
0,1,2,40,0,0,0,0,0
0,1,2,3,0,0,0,311,1
0,0,0,23,0,3,2,61,0
0,0,1,21,0,0,0,75,1
0,1,0,29,0,0,0,0,1
1,1,0,23,0,0,0,0,1
1,1,0,41,0,0,0,0,1
0,0,2,20,0,0,0,16,0
0,0,2,24,0,821,0,68,0
2,0,2,21,0,2611,103,4,0
2,0,2,55,0,1236,52,0,0
0,0,2,21,0,0,2,0,0
0,1,0,42,0,0,0,0,1
0,0,2,40,0,2,0,1695,0
2,1,2,30,0,0,0,0,1
1,1,2,26,0,0,0,0,1
0,1,1,43,0,0,0,0,0
0,0,2,20,0,9,1540,0,0
0,0,1,19,0,40,77,572,0
1,0,2,40,0,0,761,12,1
0,1,1,17,0,0,0,0,1
0,0,2,62,0,240,0,586,0
0,1,2,32,0,0,0,311,0
0,1,2,37,0,0,0,0,0
0,0,2,40,0,0,0,7,0
0,0,0,25,0,0,21,0,0
1,1,0,17,0,0,0,0,1
1,1,2,46,0,0,0,0,1
1,0,2,38,0,4,0,3682,0
1,0,0,43,1,0,0,0,0
1,0,0,28,0,6,3944,987,1
1,1,2,31,1,0,0,0,1
1,1,1,35,0,0,0,0,1
0,0,2,19,0,105,1,377,1
0,0,2,24,0,0,217,0,0
2,0,0,20,0,0,173,0,0
1,0,2,16,0,0,3,27,1
1,1,0,45,0,0,0,0,1
0,0,2,19,0,294,536,0,0
0,0,2,23,0,0,311,0,1
0,0,2,19,0,0,801,0,0
2,0,2,32,0,193,1116,0,0
0,0,2,41,0,85,0,0,1
0,0,2,30,0,1110,439,5,0
1,0,0,41,0,0,214,5287,0
2,0,2,7,0,0,0,0,1
0,0,2,39,0,1,0,6,1
0,0,2,47,0,0,805,0,1
0,0,2,21,0,550,61,4,0
0,1,2,29,0,0,0,0,1
0,0,2,19,0,879,0,10,0
2,0,2,50,0,0,0,0,1
1,0,2,28,0,0,4,1915,0
2,0,2,38,0,1126,23,34,0
0,0,1,24,0,549,201,0,0
1,0,0,31,0,224,0,170,0
1,1,2,38,0,0,0,0,1
1,1,0,26,0,0,0,0,1
0,0,2,28,0,0,0,0,0
1,1,0,45,0,0,0,0,1
1,1,2,47,0,0,0,0,1
1,1,2,60,0,0,0,0,1
0,0,0,42,0,0,30,409,1
0,0,2,43,0,20,726,311,0
0,1,1,17,0,0,0,0,0
0,1,2,17,0,0,173,0,0
0,1,2,20,0,0,0,0,0
0,0,2,18,0,960,0,0,0
2,0,2,24,0,224,299,814,0
0,0,0,25,0,244,40,294,0
0,0,1,20,0,120,0,932,0
0,0,2,23,0,509,193,0,0
1,1,2,48,0,0,0,0,1
1,0,0,26,0,286,575,213,1
1,1,0,36,0,0,0,311,1
1,1,0,27,0,0,0,0,1
1,0,0,41,0,0,0,758,1
0,1,2,21,0,0,0,0,1
2,0,2,71,0,1243,5,16,0
0,1,2,64,0,0,0,0,0
1,0,2,33,0,0,0,1249,0
0,0,0,24,0,786,0,309,1
1,1,2,35,0,0,0,0,1
0,1,1,13,0,0,0,0,1
0,1,2,11,0,0,0,0,1
2,1,2,28,0,0,0,0,1
2,1,2,43,0,0,0,0,1
2,1,2,36,0,0,0,0,1
0,0,1,22,0,27,0,663,0
1,0,2,56,0,0,0,0,1
2,1,2,34,0,0,0,0,1
0,0,2,46,0,0,1,0,0
2,0,1,43,0,244,358,160,1
0,0,0,25,0,0,0,0,1
1,0,2,26,0,36,0,2287,0
0,0,0,14,0,0,16,1234,0
0,0,2,63,0,174,321,8,1
2,0,2,29,0,558,386,355,0
2,1,1,45,0,0,0,0,1
0,1,2,15,0,0,0,311,1
2,0,2,19,0,193,2956,0,1
0,0,2,53,0,2,425,0,0
2,0,2,45,0,2,1110,9,0
1,0,0,41,0,0,0,2,1
2,0,2,68,1,523,859,201,0
2,1,2,5,0,0,0,0,1
2,0,2,27,1,30,910,0,1
0,0,0,20,0,30,1121,0,1
0,0,2,54,1,1770,228,0,0
0,0,2,18,0,0,0,484,0
1,0,0,45,0,66,0,0,1
1,1,2,26,0,224,0,0,1
1,0,2,37,0,1577,0,1014,1
0,0,2,30,0,0,0,690,0
2,0,2,51,1,511,291,4212,0
2,1,2,3,0,0,0,0,1
2,1,2,3,0,0,0,0,1
0,0,2,19,0,2110,0,0,0
0,0,2,19,0,0,0,0,0
0,0,2,6,0,0,0,0,1
0,0,0,4,0,0,0,0,1
1,0,2,23,0,3580,103,311,0
0,0,2,37,0,1442,0,3,0
2,0,0,18,0,1092,208,150,0
0,0,1,29,0,5,173,0,0
0,0,2,25,0,0,0,2,0
0,0,2,52,0,0,47,2059,0
2,1,2,24,0,0,0,0,0
2,0,2,0,0,0,173,0,1
0,0,1,25,0,15,0,635,0
1,1,2,26,0,0,0,0,1
1,0,1,32,1,2502,1104,13902,0
0,0,2,58,0,1366,0,0,0
0,0,2,44,0,657,103,0,0
0,0,2,41,0,0,0,0,0
0,0,2,24,0,0,643,167,1
0,1,2,41,0,0,0,0,1
0,1,1,23,0,0,0,0,1
1,0,2,27,0,390,0,2809,0
1,1,0,61,0,0,0,0,1
0,0,2,18,0,0,2,13,1
0,1,2,18,0,0,0,0,1
1,1,2,28,0,0,0,0,1
1,1,0,15,0,0,0,0,1
0,0,0,12,0,0,0,0,1
0,0,1,40,0,420,345,1,0
0,0,2,19,0,122,0,480,1
2,1,2,18,0,0,0,0,1
1,0,2,48,1,313,0,0,0
1,0,0,37,0,18,0,1229,0
0,0,2,35,0,4,0,0,0
0,0,2,29,0,0,702,0,0
0,0,2,54,0,118,0,669,0
0,1,2,28,0,0,0,0,0
0,0,2,22,0,0,1468,2,1
0,1,1,18,0,0,0,0,1
0,0,2,26,0,0,97,43,1
0,0,1,19,0,10,0,0,0
0,0,2,22,0,0,441,0,0
1,0,2,17,0,0,0,0,1
0,0,2,18,0,388,0,66,0
2,1,0,39,0,0,0,0,1
1,0,2,37,0,2,0,50,1
1,1,0,17,0,0,173,0,1
1,0,0,25,0,0,0,125,0
1,0,2,9,0,0,0,0,1
0,1,0,15,0,0,0,0,0
0,0,2,19,0,380,416,0,0
2,0,2,18,0,3591,158,0,0
2,0,2,50,1,828,572,1367,0
0,1,2,14,0,0,0,0,0
0,1,1,19,0,0,0,0,0
1,1,0,33,0,0,0,0,1
1,0,2,23,0,30,1,49,1
1,0,2,39,0,2,0,311,0
0,0,1,14,0,80,0,1323,0
0,0,0,14,0,653,4,0,0
0,0,1,45,0,1,56,613,1
0,1,2,22,0,0,0,0,1
2,0,2,36,0,32,1826,9,1
1,0,2,19,0,0,0,0,1
1,1,2,59,0,0,0,0,1
0,0,2,31,0,0,0,19,0
1,1,0,31,0,0,0,0,1
1,0,2,39,0,8209,432,3560,0
1,0,2,28,0,0,1309,18,1
1,1,2,19,0,0,0,0,1
1,0,2,29,0,220,0,7,1
0,1,0,0,0,0,0,0,1
0,0,0,15,0,0,0,0,1
0,0,2,18,0,0,0,1586,0
1,1,0,49,0,0,0,0,1
0,0,2,36,0,0,661,0,1
1,1,0,40,0,0,0,0,1
1,1,2,56,0,0,0,0,1
0,1,1,67,0,0,0,0,1
0,0,2,44,0,0,135,225,0
0,0,2,17,0,214,0,241,0
2,1,2,27,0,0,0,0,1
2,0,2,23,0,463,658,0,0
2,0,0,28,0,2484,42,0,0
2,1,2,54,0,0,0,0,1
2,1,2,26,0,0,0,0,1
1,0,0,40,1,0,0,1503,0
1,1,2,39,0,0,0,0,1
1,1,0,40,0,0,0,0,1
0,0,1,20,0,11,0,0,1
0,0,2,18,0,761,27,0,1
2,0,2,17,0,3651,2228,38,0
1,1,0,35,0,0,0,0,1
0,0,2,31,0,0,185,584,0
0,0,2,40,0,0,84,798,0
1,1,1,50,0,0,0,0,1
0,0,2,21,0,0,114,2,0
0,0,2,29,0,767,9,0,0
1,0,0,63,0,0,4,519,1
2,0,2,19,0,37,1288,0,1
2,0,2,36,0,1103,0,0,0
0,0,0,48,0,0,115,1,0
1,0,2,33,0,81,481,505,0
2,0,2,28,0,2703,4,1,0
0,0,2,39,0,0,0,847,0
0,1,2,27,0,0,0,0,1
1,1,0,58,0,0,0,0,1
1,1,0,44,0,0,0,311,1
0,1,2,23,0,0,0,0,1
0,0,0,21,0,618,1,2,1
1,0,0,53,0,8,0,2723,0
1,1,2,14,0,0,0,0,1
0,1,1,17,0,0,0,0,1
1,0,0,25,0,0,1025,189,1
1,0,0,44,1,3010,0,62,0
1,0,0,24,0,145,0,5,1
0,0,2,24,0,0,127,639,0
0,1,2,24,0,0,0,0,1
0,1,2,0,0,0,0,0,1
0,1,0,7,0,0,0,0,0
0,1,1,3,0,0,0,0,1
0,0,2,18,0,711,0,83,1
0,1,2,4,0,0,0,0,0
1,1,0,40,0,0,0,0,1
0,1,2,16,0,0,0,0,0
1,1,0,25,0,0,0,0,1
0,1,2,10,0,0,0,0,1
0,1,2,40,0,0,0,0,1
2,1,2,19,0,0,0,0,1
1,1,0,15,0,0,0,0,1
0,0,2,24,0,224,136,37,0
2,1,2,21,0,0,0,0,1
0,0,2,29,0,0,31,700,0
2,0,2,37,1,2771,6,1,0
0,1,1,49,0,0,0,0,0
0,0,2,42,0,1132,0,77,0
0,1,2,54,0,0,0,0,1
0,1,2,33,0,0,0,0,0
1,0,2,27,0,0,0,7786,0
0,1,2,53,0,0,0,0,0
0,0,2,28,0,0,58,0,1
1,0,2,24,0,812,0,1,1
0,0,1,20,0,0,8,1,0
0,0,2,0,0,0,0,0,0
0,0,2,24,0,0,0,597,0
0,0,2,28,0,0,0,0,1
2,1,2,42,0,0,0,0,1
1,0,0,32,1,0,0,3204,0
1,0,2,36,0,0,0,68,1
1,0,2,40,0,0,0,0,1
0,0,2,30,0,574,173,25,0
2,0,2,34,0,751,185,0,0
2,0,2,37,0,1000,80,40,0
1,0,2,41,0,0,0,0,1
1,1,0,25,0,0,0,0,1
2,0,2,39,0,332,728,2,1
0,0,0,0,0,0,0,0,1
2,0,2,54,0,1144,2,2,0
0,1,2,16,0,0,0,0,0
0,0,2,0,0,0,0,0,1
0,1,2,13,0,0,173,0,1
2,0,2,46,0,5888,13,12,0
0,0,2,23,0,40,9,318,0
0,0,2,18,0,110,471,11,0
0,0,1,27,0,2647,0,42,0
0,1,1,24,0,0,0,0,0
1,0,2,27,0,118,4127,118,1
0,0,2,24,0,0,0,1624,0
1,0,2,25,1,1,0,0,1
1,1,2,30,0,0,0,0,1
0,0,2,19,0,0,62,24,0
0,0,0,18,0,1,305,347,0
1,1,0,49,0,0,0,0,1
0,0,2,64,0,0,0,563,0
2,1,2,26,0,0,0,0,1
0,0,0,53,0,0,754,46,0
2,0,2,27,0,83,2621,5,1
1,1,2,27,0,0,0,0,1
2,0,2,25,0,338,32,15,0
0,0,0,33,0,0,0,436,1
1,0,2,27,0,0,0,40,0
1,1,0,20,0,0,0,0,1
1,1,0,39,0,0,0,0,1
2,0,2,27,0,1730,379,5,0
2,1,2,19,0,0,0,0,1
0,0,2,22,0,60,0,0,0
0,0,2,3,0,0,0,0,0
0,0,2,24,0,9,9,0,0
2,1,2,41,0,0,0,0,1
2,1,2,18,0,0,0,0,1
0,0,2,63,0,0,0,777,0
1,0,2,19,0,0,0,617,0
1,1,2,39,0,0,0,0,1
1,1,0,28,0,0,0,0,1
2,0,2,41,0,688,1880,0,0
1,0,2,44,0,18,0,279,0
1,0,2,39,1,0,0,1012,0
2,1,0,29,0,0,0,0,1
2,0,2,37,0,416,1912,0,0
1,1,0,41,0,0,0,0,1
0,0,1,18,0,0,0,746,0
0,1,0,28,0,0,0,0,0
1,0,0,55,0,1,34,542,1
0,1,2,21,0,0,0,0,1
1,1,2,28,0,0,0,0,1
1,0,2,43,0,0,0,153,1
0,0,1,32,0,0,0,0,0
0,0,2,23,0,1,0,237,1
0,1,0,5,0,0,0,0,1
0,0,0,14,0,325,19,506,0
0,0,2,24,0,1405,14,2,0
0,1,1,22,0,0,0,0,1
0,0,2,14,0,0,239,127,1
0,0,2,20,0,98,0,142,0
0,0,2,17,0,527,37,290,0
0,0,0,20,0,748,0,0,0
0,0,2,22,0,0,692,18,1
0,1,2,15,0,0,0,0,1
2,0,0,67,0,1146,39,0,1
1,0,0,28,0,7,0,4,0
1,0,2,57,0,0,0,5491,0
0,1,1,21,0,0,0,0,1
2,0,2,34,0,1199,346,0,0
2,1,2,17,0,0,0,0,0
0,0,0,33,0,0,615,9,1
1,0,0,33,0,0,31,8493,0
1,0,2,28,0,0,0,778,0
2,1,2,18,0,0,0,0,1
2,1,2,28,0,0,0,0,1
0,0,2,13,0,406,52,0,0
0,0,2,38,0,0,0,45,0
1,0,0,39,0,258,0,311,0
1,1,2,18,0,0,0,0,1
0,0,1,43,0,0,110,538,0
0,0,2,32,0,224,0,304,0
0,1,2,29,0,0,0,0,0
2,0,0,45,0,810,132,198,0
2,1,2,25,0,0,0,0,1
0,0,0,64,0,19,208,0,0
0,0,2,18,0,0,0,0,0
0,0,2,44,0,358,0,0,0
0,1,2,15,0,0,173,0,1
0,0,0,21,0,1720,0,1,0
2,0,2,33,0,166,419,201,0
0,0,0,3,0,0,0,0,0
0,1,0,19,0,0,0,0,1
0,0,2,37,0,0,0,0,0
0,0,0,24,0,0,0,0,0
0,0,2,26,0,0,53,311,0
2,1,2,26,0,0,173,0,1
2,1,2,26,0,0,0,0,1
0,0,2,22,0,769,0,1,0
2,0,2,26,0,1333,50,0,0
0,0,2,27,0,0,0,740,0
0,0,1,27,0,0,0,0,1
0,0,1,37,0,0,0,0,1
0,1,2,22,0,0,0,0,0
0,0,0,24,0,0,809,0,1
0,0,2,23,0,535,17,0,0
0,0,1,18,0,0,0,993,0
0,1,2,28,0,0,0,0,0
0,1,2,4,0,0,0,0,1
0,1,1,23,0,0,0,0,1
0,1,1,2,0,0,0,0,1
0,0,2,46,0,0,0,17,0
0,0,2,0,0,0,0,0,0
2,0,2,16,0,1095,54,0,0
2,0,2,19,0,1823,81,0,0
1,0,0,34,0,0,6,2445,0
1,0,2,34,0,11,0,1013,1
0,0,2,24,0,482,349,19,0
0,1,1,28,0,0,0,0,0
1,1,0,44,0,0,0,0,1
1,1,2,35,0,0,0,0,1
0,0,2,20,0,0,0,0,0
0,0,1,18,0,328,0,24,0
0,0,1,43,0,6,0,5250,0
0,0,1,48,0,0,501,242,0
2,0,2,46,0,52,1185,61,1
2,1,2,75,0,0,0,0,1
1,1,0,24,0,0,0,0,1
0,0,2,34,0,0,617,0,0
2,0,2,29,0,1052,635,0,0
2,1,2,46,0,0,0,0,1
0,0,2,22,0,558,0,0,0
2,1,2,42,0,0,0,0,0
2,1,2,46,0,0,0,0,1
0,0,2,15,0,0,0,981,0
0,0,2,42,0,1227,14,0,0
2,0,2,31,0,166,297,835,0
2,1,2,9,0,0,0,0,1
0,0,2,34,0,0,0,156,0
0,0,2,21,0,9,0,25,0
0,0,0,16,0,0,0,863,0
0,0,2,40,0,634,134,0,0
0,0,2,23,0,550,738,0,1
0,1,2,6,0,0,0,0,0
0,0,2,17,0,99,1967,0,1
0,0,0,37,0,19,1769,0,1
1,1,1,30,0,0,0,0,1
1,1,2,32,0,0,0,0,1
1,1,0,41,0,0,0,0,1
1,0,0,43,0,0,0,4344,0
0,0,0,17,0,6256,0,1,0
1,1,2,37,0,0,0,0,1
0,1,2,18,0,0,0,0,1
0,0,2,1,0,0,0,0,0
0,0,2,38,0,0,0,1714,0
0,0,2,25,0,131,408,196,0
0,0,2,6,0,0,0,0,0
0,1,2,1,0,0,0,0,1
0,0,1,7,0,0,0,0,1
0,0,2,24,0,569,0,12,0
0,0,2,19,0,0,0,25,1
1,1,0,26,0,0,0,0,1
0,0,2,49,0,0,0,19,0
0,0,2,18,0,0,32,0,0
0,0,2,25,0,0,71,11,0
0,0,2,46,0,248,0,4,0
0,1,2,33,0,0,0,0,0
0,0,2,10,0,0,0,0,1
0,1,2,38,0,0,0,0,1
2,0,2,23,0,1610,465,0,0
